JDA,T_LST,TaC_60m,rh_10m,Tdp_10m,TaC_10m,baroKPa,radW/m2,netW/m2
16,14:45,-3.92,49.25,-12.67,-3.34,98.72,157.08,13.43
16,15:00,-4.03,51.21,-12.27,-3.43,98.72,150.01,17.52
16,15:15,-4.29,52.98,-12.23,-3.68,98.7,131.42,11.86
16,15:30,-4.41,55.47,-11.79,-3.85,98.65,93.62,1.68
16,15:45,-4.47,57.6,-11.39,-3.93,98.61,76.68,-1.13
16,16:00,-4.56,59.22,-11.17,-4.05,98.61,58.55,-6.53
16,16:15,-4.63,60.27,-11.03,-4.13,98.61,53.9,-8.66
16,16:30,-4.69,60.87,-10.93,-4.19,98.61,44.56,-10.3
16,16:45,-4.83,62.43,-10.9,-4.37,98.59,37.4,-11.2
16,17:00,-4.91,63.19,-10.75,-4.44,98.59,34.09,-10.37
16,17:15,-4.99,63.77,-10.76,-4.53,98.58,33.56,-8.25
16,17:30,-5.03,64.68,-10.57,-4.58,98.58,33.59,-7.52
16,17:45,-5.14,63.88,-10.93,-4.68,98.57,33.23,-7.83
16,18:00,-5.16,63.94,-11,-4.72,98.56,34.01,-6.6
16,18:15,-5.21,63.45,-11.09,-4.77,98.55,33.62,-6.62
16,18:30,-5.3,63.71,-11.09,-4.84,98.53,32.98,-6.29
16,18:45,-5.31,65.5,-10.69,-4.85,98.51,33.16,-6.42
16,19:00,-5.34,67.75,-10.4,-4.88,98.5,33.4,-6.97
16,19:15,-5.4,68.8,-10.25,-4.95,98.49,33.13,-6.6
16,19:30,-5.5,68.37,-10.41,-5.04,98.49,33.78,-6.64
16,19:45,-5.78,74.95,-9.52,-5.32,98.47,33.06,-7.73
16,20:00,-6.13,83.31,-8.61,-5.69,98.46,33.38,-12.58
16,20:15,-6.24,87.01,-8.16,-5.79,98.46,33.16,-13.63
16,20:30,-6.27,88.02,-8.05,-5.81,98.46,33.89,-13.49
16,20:45,-6.21,88.9,-7.87,-5.75,98.46,33.39,-13.29
16,21:00,-6.18,89.33,-7.78,-5.72,98.45,33.23,-13.04
16,21:15,-6.26,89.06,-7.88,-5.8,98.45,33.39,-11.96
16,21:30,-6.32,89.48,-7.92,-5.87,98.43,33.43,-10.45
16,21:45,-6.35,90.04,-7.86,-5.91,98.41,33.28,-11.88
16,22:00,-6.32,89.22,-8,-5.9,98.4,33.06,-14.01
16,22:15,-6.28,87.75,-8.16,-5.85,98.38,33.22,-9.4
16,22:30,-6.2,86.02,-8.32,-5.77,98.37,32.14,-7.53
16,22:45,-6.13,84.69,-8.42,-5.7,98.37,32.62,-7.06
16,23:00,-6.14,84.05,-8.49,-5.71,98.36,33.02,-6.68
16,23:15,-6.15,83.81,-8.57,-5.72,98.36,33.28,-6.02
16,23:30,-6.18,83.31,-8.65,-5.74,98.35,32.63,-8.19
16,23:45,-6.23,82.42,-8.81,-5.8,98.34,32.24,-8.75
17,0:00,-6.33,82.48,-8.92,-5.89,98.33,32.54,-10.18
17,0:15,-6.4,82.92,-8.98,-5.99,98.32,32.13,-13.99
17,0:30,-6.43,83.26,-8.97,-6,98.31,32.58,-6.41
17,0:45,-6.41,83.33,-8.95,-5.99,98.31,32.55,-9.72
17,1:00,-6.34,82.72,-9.05,-5.94,98.32,32.79,-10.07
17,1:15,-6.34,82.74,-9,-5.93,98.3,32.11,-9.51
17,1:30,-6.32,83.31,-8.82,-5.9,98.3,32.45,-6.35
17,1:45,-6.25,84.03,-8.69,-5.83,98.32,32.05,-5.59
17,2:00,-6.2,84.78,-8.53,-5.77,98.32,32.44,-5.16
17,2:15,-6.2,85.63,-8.38,-5.76,98.32,32.08,-5.13
17,2:30,-6.21,86.84,-8.16,-5.76,98.32,31.99,-4.91
17,2:45,-6.19,87.69,-8.05,-5.74,98.33,31.8,-4.72
17,3:00,-6.15,88.09,-7.95,-5.71,98.33,32.37,-4.9
17,3:15,-6.1,88.19,-7.89,-5.66,98.33,32.05,-4.98
17,3:30,-6.02,87.86,-7.92,-5.59,98.32,32.33,-5.29
17,3:45,-5.96,87.63,-7.82,-5.53,98.31,32.29,-5.31
17,4:00,-5.9,86.87,-7.9,-5.47,98.3,31.95,-5.38
17,4:15,-5.82,85.69,-8.03,-5.39,98.31,31.98,-5.52
17,4:30,-5.73,84.18,-8.14,-5.31,98.32,31.92,-5.64
17,4:45,-5.7,83.14,-8.2,-5.28,98.33,31.89,-5.44
17,5:00,-5.69,82.02,-8.39,-5.26,98.32,31.9,-5.29
17,5:15,-5.68,81.11,-8.55,-5.25,98.33,32.32,-5.81
17,5:30,-5.68,80.57,-8.6,-5.25,98.36,32.15,-5.02
17,5:45,-5.68,79.37,-8.79,-5.24,98.39,33.17,-4.95
17,6:00,-5.7,79.45,-8.79,-5.27,98.41,33.09,-6.3
17,6:15,-5.74,78.01,-9.11,-5.31,98.44,32.85,-4.91
17,6:30,-5.73,77.27,-9.2,-5.31,98.46,34.93,-4.62
17,6:45,-5.72,76.99,-9.24,-5.29,98.47,34.45,-4.77
17,7:00,-5.69,76.83,-9.24,-5.26,98.48,34.3,-4.51
17,7:15,-5.69,76.72,-9.21,-5.26,98.48,36.04,-4.39
17,7:30,-5.66,76.78,-9.2,-5.22,98.49,39.24,-4.21
17,7:45,-5.63,77.03,-9.12,-5.19,98.52,44.53,-3.31
17,8:00,-5.59,77.06,-9.05,-5.14,98.54,50.76,-1.98
17,8:15,-5.52,77.42,-8.92,-5.05,98.56,60.91,-0.67
17,8:30,-5.44,77.51,-8.8,-4.97,98.58,72.47,0.8
17,8:45,-5.34,77.62,-8.66,-4.86,98.62,76.54,-0.38
17,9:00,-5.23,77.74,-8.52,-4.74,98.65,85.62,0.58
17,9:15,-5.15,77.72,-8.42,-4.65,98.68,93.39,2.4
17,9:30,-5.07,77.86,-8.29,-4.56,98.71,106.21,5.06
17,9:45,-4.95,77.85,-8.1,-4.39,98.72,157.16,15.38
17,10:00,-4.9,77.93,-8.01,-4.33,98.76,131.31,6.95
17,10:15,-4.87,77.98,-7.99,-4.32,98.78,110.48,2.66
17,10:30,-4.82,77.59,-8.01,-4.29,98.79,101.8,3.33
17,10:45,-4.74,75.91,-8.21,-4.22,98.79,105.32,3.49
17,11:00,-4.68,75.28,-8.27,-4.14,98.8,118.16,6.78
17,11:15,-4.63,74.8,-8.3,-4.1,98.78,132.24,7.7
17,11:30,-4.55,73.76,-8.31,-3.95,98.79,167,15.87
17,11:45,-4.46,70.49,-8.75,-3.81,98.76,249.93,30.07
17,12:00,-4.36,70.28,-8.59,-3.67,98.75,288.83,34.32
17,12:15,-4.27,68.83,-8.72,-3.57,98.8,314.3,35.63
17,12:30,-4.33,67.81,-9,-3.57,98.79,298.83,30.5
17,12:45,-4.3,68.09,-8.95,-3.58,98.78,294.53,30.9
17,13:00,-4.19,66.76,-9.05,-3.46,98.79,273.84,34.07
17,13:15,-3.96,66.64,-8.95,-3.31,98.78,281.84,41.22
17,13:30,-4.13,68.04,-8.72,-3.48,98.79,172.66,18.55
17,13:45,-4.26,69.33,-8.89,-3.67,98.78,173.57,17.15
17,14:00,-4.12,69.92,-8.49,-3.48,98.78,164.95,25.46
17,14:15,-4.15,71.4,-8.26,-3.52,98.79,136.86,15.19
17,14:30,-4.19,72.42,-8.21,-3.63,98.81,100.69,7.56
17,14:45,-4.08,72.35,-8.08,-3.5,98.81,111.49,12.79
17,15:00,-4.04,72.02,-8.12,-3.47,98.83,110.61,11.22
17,15:15,-4.02,71.95,-8.11,-3.46,98.82,101.54,7.49
17,15:30,-3.98,72.13,-8.09,-3.46,98.84,74.44,2.92
17,15:45,-3.94,72.33,-8.05,-3.42,98.83,74.28,3.88
17,16:00,-3.87,71.97,-8.01,-3.37,98.83,62.5,0.67
17,16:15,-3.79,72.06,-7.95,-3.31,98.84,47.29,-3.4
17,16:30,-3.87,72.08,-8,-3.39,98.82,42.27,-5.02
17,16:45,-3.82,72.36,-7.94,-3.36,98.84,35.81,-6.54
17,17:00,-3.78,71.89,-8.01,-3.34,98.86,32.6,-7.52
17,17:15,-3.69,72.08,-7.9,-3.27,98.88,31.62,-8.04
17,17:30,-3.59,72.48,-7.74,-3.17,98.9,31.54,-7.26
17,17:45,-3.51,72.47,-7.62,-3.09,98.9,31.8,-8.23
17,18:00,-3.42,72.43,-7.59,-3.01,98.91,31.7,-7.9
17,18:15,-3.35,72.8,-7.43,-2.95,98.92,31.76,-8.41
17,18:30,-3.27,73.22,-7.28,-2.88,98.94,32.29,-10.03
17,18:45,-3.18,73.47,-7.12,-2.79,98.95,33.37,-10.08
17,19:00,-3.06,72.42,-7.16,-2.67,98.97,32.78,-9.86
17,19:15,-3.03,72.77,-7.08,-2.64,98.98,31.67,-11.04
17,19:30,-3.05,73.12,-6.97,-2.65,99,30.21,-16.17
17,19:45,-3.09,73.43,-7.01,-2.71,99.01,31.63,-15.26
17,20:00,-3.16,73.42,-7.1,-2.78,99.01,31.43,-19.45
17,20:15,-3.32,75.48,-6.88,-2.95,99,31.6,-25.92
17,20:30,-3.44,75.66,-7.01,-3.08,99.01,31.13,-23.94
17,20:45,-3.6,77.22,-6.86,-3.23,99.02,31.6,-17.73
17,21:00,-3.79,77.52,-7,-3.41,99.02,31.19,-30.61
17,21:15,-4.05,78.61,-7.2,-3.75,99.03,30.37,-50.47
17,21:30,-4.3,79.74,-7.37,-4.06,99.04,31.1,-51.81
17,21:45,-4.5,80.73,-7.58,-4.36,99.04,30.59,-52.9
17,22:00,-4.63,81.42,-7.6,-4.52,99.04,30.68,-50.62
17,22:15,-4.82,82.17,-7.65,-4.71,99.03,31.09,-52.08
17,22:30,-5.14,83.91,-7.75,-5.07,99.01,30.36,-50.05
17,22:45,-5.34,84.34,-7.85,-5.19,99.01,31.1,-48.33
17,23:00,-5.55,85.12,-8.01,-5.48,99.03,29.59,-47.26
17,23:15,-5.7,85.67,-8.13,-5.63,99.04,30.82,-45.81
17,23:30,-5.88,85.49,-8.35,-5.78,99.03,30.51,-47.62
17,23:45,-6.07,85.84,-8.5,-5.98,99.01,31.19,-49.41
18,0:00,-6.23,86.52,-8.59,-6.17,99.01,29.86,-49.94
18,0:15,-6.33,86.93,-8.67,-6.29,99.02,29.81,-46.31
18,0:30,-6.47,87.16,-8.82,-6.48,99.01,30.79,-46.77
18,0:45,-6.63,87.38,-8.99,-6.63,99.01,30.72,-45.02
18,1:00,-6.82,87.34,-9.09,-6.77,99.02,30.64,-46.38
18,1:15,-7.02,88.32,-9.25,-7.06,99.02,30.51,-39.97
18,1:30,-7.24,89.11,-9.4,-7.24,99.04,30.41,-47.27
18,1:45,-7.39,90.04,-9.4,-7.38,99.03,30.11,-33.93
18,2:00,-7.48,90.35,-9.44,-7.44,99.05,30.47,-40.44
18,2:15,-7.42,90.58,-9.49,-7.53,99.06,30.37,-55.35
18,2:30,-7.55,91.4,-9.53,-7.69,99.06,30.92,-41.59
18,2:45,-7.66,92.34,-9.6,-7.89,99.06,31,-28.82
18,3:00,-7.64,92.77,-9.66,-7.91,99.04,31.83,-15.8
18,3:15,-7.57,92.77,-9.4,-7.66,99.05,31.81,-11.79
18,3:30,-7.53,92.58,-9.19,-7.47,99.05,31.97,-13.27
18,3:45,-7.59,92.55,-9.16,-7.4,99.04,31.04,-13.1
18,4:00,-7.6,92.72,-9.05,-7.34,99.04,31.48,-10.82
18,4:15,-7.52,92.3,-9,-7.2,99.05,31.55,-9.83
18,4:30,-7.43,90.82,-9.05,-7.11,99.06,31.73,-9.07
18,4:45,-7.31,90.27,-9.08,-7.01,99.07,31.46,-8.81
18,5:00,-7.14,90.21,-8.91,-6.87,99.07,31.45,-8.72
18,5:15,-7.1,90.45,-8.79,-6.79,99.08,31.71,-10.4
18,5:30,-6.96,90.86,-8.73,-6.78,99.07,32.01,-10.46
18,5:45,-6.93,91.46,-8.55,-6.72,99.09,32.41,-10.55
18,6:00,-6.82,90.6,-8.47,-6.52,99.1,33.86,-10.13
18,6:15,-6.69,89.85,-8.47,-6.4,99.11,33.98,-11.31
18,6:30,-6.59,89.82,-8.32,-6.29,99.12,34.45,-11.3
18,6:45,-6.51,89.9,-8.23,-6.2,99.12,34.26,-7.4
18,7:00,-6.43,90.08,-8.12,-6.1,99.14,34.71,-7.89
18,7:15,-6.34,90.33,-8.01,-6.02,99.13,35.98,-8.6
18,7:30,-6.35,90.83,-7.89,-6,99.13,40.31,-9.08
18,7:45,-6.31,90.88,-7.82,-5.95,99.11,49.63,-9.54
18,8:00,-6.14,90.39,-7.74,-5.82,99.1,65.35,-11.83
18,8:15,-5.97,89.41,-7.67,-5.6,99.09,85.31,-12.58
18,8:30,-5.79,88.02,-7.64,-5.36,99.08,113.87,-11.04
18,8:45,-5.44,85.74,-7.55,-4.97,99.07,143.39,-9.16
18,9:00,-5.1,83,-7.55,-4.58,99.08,166.7,-2.34
18,9:15,-4.73,80.88,-7.46,-4.17,99.07,200.88,30.76
18,9:30,-4.23,78.02,-7.32,-3.65,99.06,286.63,60.29
18,9:45,-3.69,75.19,-7.17,-3.07,99.05,383.78,76.98
18,10:00,-3.29,73.14,-7.15,-2.73,99.07,291.94,34.98
18,10:15,-3,73.29,-6.69,-2.34,99.07,293.67,52.77
18,10:30,-2.84,74.93,-6.31,-2.25,99.06,256.05,36.38
18,10:45,-2.43,75.64,-5.57,-1.71,99.05,367.88,81.53
18,11:00,-1.74,74.81,-5.03,-0.99,99.02,361.09,68.84
18,11:15,-0.88,72.51,-4.36,-0.06,99,449.62,95.37
18,11:30,-0.75,73.13,-4.15,0,98.97,355.31,75.29
18,11:45,-0.39,72.4,-3.85,0.41,98.92,431.87,107.58
18,12:00,0.23,70.64,-3.58,1.05,98.87,472.41,105.41
18,12:15,0.89,68.74,-3.27,1.76,98.85,495.23,110.08
18,12:30,1.19,69.66,-2.88,1.95,98.82,430.73,96.94
18,12:45,1.92,68.22,-2.47,2.78,98.79,592.63,157.32
18,13:00,2.66,66.86,-2.09,3.48,98.77,520.49,120.53
18,13:15,3.15,66.15,-1.77,3.9,98.74,487.86,93.66
18,13:30,3.54,65.61,-1.51,4.29,98.71,466.14,94.59
18,13:45,3.59,66.71,-1.21,4.32,98.7,444.61,88.18
18,14:00,3.8,67.26,-0.92,4.53,98.67,419.29,77.42
18,14:15,4.19,67.15,-0.61,4.9,98.65,391.88,68.03
18,14:30,4.86,65.83,-0.34,5.53,98.64,363.75,63.01
18,14:45,5.22,64.38,-0.28,5.9,98.61,333.54,41.23
18,15:00,5.46,64.46,-0.04,6.11,98.59,300.97,34.61
18,15:15,5.62,65.23,0.2,6.2,98.6,261.12,18.42
18,15:30,5.89,65.32,0.42,6.43,98.6,220.56,3.48
18,15:45,6.12,64.99,0.54,6.62,98.6,185.5,-13.5
18,16:00,6.08,65.58,0.64,6.53,98.61,129.49,-29.34
18,16:15,5.89,67.04,0.69,6.25,98.59,82.91,-35.53
18,16:30,5.76,68.23,0.7,6.08,98.58,69.17,-44.02
18,16:45,5.48,70.06,0.84,5.73,98.57,38.92,-36.93
18,17:00,5.26,71.75,0.93,5.48,98.55,31.97,-35.9
18,17:15,5.1,72.97,1.06,5.3,98.52,30.96,-36.4
18,17:30,4.99,73.73,1.12,5.21,98.5,30.46,-35.81
18,17:45,4.91,73.84,0.98,5.12,98.5,30.53,-36.1
18,18:00,4.81,73.84,0.93,5.05,98.48,30.56,-34.55
18,18:15,4.65,74.38,0.9,4.88,98.47,30.69,-36.57
18,18:30,4.42,75.32,0.88,4.68,98.46,30.54,-35.63
18,18:45,4.28,75.81,0.81,4.53,98.45,31.99,-34.2
18,19:00,4.2,75.93,0.78,4.46,98.44,30.79,-35.02
18,19:15,4.19,75.93,0.7,4.43,98.45,28.54,-37.56
18,19:30,4.18,75.41,0.62,4.43,98.44,33.16,-36.72
18,19:45,4.19,75.51,0.59,4.37,98.44,29.93,-28.53
18,20:00,4.24,75.33,0.66,4.44,98.43,31.26,-20.64
18,20:15,4.3,75.12,0.72,4.54,98.43,31.56,-17.69
18,20:30,4.44,74.77,0.72,4.67,98.44,31.12,-21.54
18,20:45,4.66,74.2,0.81,4.87,98.45,34.09,-17.23
18,21:00,4.81,73.75,0.87,5.04,98.44,33.03,-11.31
18,21:15,4.79,74.1,0.97,5.03,98.42,33.8,-17.49
18,21:30,4.66,74.75,1.01,4.95,98.43,30.92,-14.7
18,21:45,4.46,76.22,1.05,4.7,98.43,30.64,-23.73
18,22:00,4.33,77.06,1.08,4.55,98.42,29.98,-29.86
18,22:15,4.33,77.68,1.07,4.53,98.42,31.02,-30.04
18,22:30,4.29,78.28,1.2,4.49,98.42,30.64,-33.8
18,22:45,4.03,79.46,1.14,4.21,98.44,31.37,-37.83
18,23:00,3.9,80.61,1.16,4.04,98.44,31.98,-36.51
18,23:15,4.22,79.75,1.3,4.32,98.44,31.36,-30.71
18,23:30,4.44,77.58,1.17,4.64,98.44,32.43,-35.87
18,23:45,4.25,77.55,1.13,4.5,98.45,31.01,-35.53
19,0:00,3.87,78.79,0.96,4.17,98.45,31.27,-24.69
19,0:15,3.48,80.22,0.82,3.8,98.45,32.8,-18.02
19,0:30,3.23,81.31,0.81,3.54,98.48,30.88,-17.36
19,0:45,3.05,81.63,0.68,3.35,98.51,30.9,-17.22
19,1:00,2.87,82.14,0.59,3.17,98.5,30.48,-16.84
19,1:15,2.9,81.71,0.45,3.16,98.52,30.6,-13.93
19,1:30,2.87,80.5,0.39,3.23,98.53,30.01,-11.96
19,1:45,2.64,81,0.22,3,98.54,30.22,-22.77
19,2:00,2.35,81.96,0.12,2.7,98.56,30.7,-27.26
19,2:15,2.07,83.02,0,2.41,98.57,30.42,-30.53
19,2:30,1.77,84.27,-0.04,2.12,98.58,29.84,-34.8
19,2:45,1.54,85.39,-0.16,1.87,98.61,29.43,-29.66
19,3:00,1.35,84.23,-0.48,1.71,98.62,29.62,-27.83
19,3:15,1.14,83.58,-0.77,1.5,98.64,30.32,-32.13
19,3:30,0.98,83.31,-1,1.36,98.66,29.72,-26.84
19,3:45,0.76,83.58,-1.13,1.11,98.69,30.03,-39.97
19,4:00,0.47,84.42,-1.34,0.82,98.71,30.08,-46
19,4:15,0.24,83.57,-1.7,0.57,98.73,29.37,-46.95
19,4:30,-0.03,81.38,-2.3,0.31,98.75,30.16,-48.02
19,4:45,-0.34,79.67,-2.88,0,98.77,30.42,-46.52
19,5:00,-1.31,70.32,-5.57,-0.93,98.78,30.21,-43.38
19,5:15,-2.14,63.97,-7.75,-1.78,98.8,31.37,-42.97
19,5:30,-2.77,64.03,-8.24,-2.36,98.86,31.07,-39.86
19,5:45,-3.23,64.86,-8.79,-2.85,98.88,31.41,-30.31
19,6:00,-3.24,67.97,-8.17,-2.85,98.9,31.31,-25.97
19,6:15,-3.42,67.3,-8.37,-3.01,98.93,31.18,-30.16
19,6:30,-3.59,67.25,-8.65,-3.21,98.96,34.41,-37.13
19,6:45,-3.66,68.56,-8.47,-3.3,98.97,35.55,-38.09
19,7:00,-3.89,69.71,-8.59,-3.5,99,34.5,-40.63
19,7:15,-4.78,65.63,-10.14,-4.35,99.03,37.1,-35.7
19,7:30,-5.39,66.06,-10.7,-4.98,99.04,43.96,-37.18
19,7:45,-5.79,69.05,-10.59,-5.33,99.08,58.63,-28.86
19,8:00,-6.71,68.6,-11.57,-6.24,99.12,73.13,-18.95
19,8:15,-7.08,68.96,-11.95,-6.62,99.16,67.36,-27.1
19,8:30,-7.3,70,-11.96,-6.82,99.19,93.5,-15.85
19,8:45,-8.17,68.96,-13.05,-7.64,99.23,122.21,-7.25
19,9:00,-8.44,69.13,-13.24,-7.89,99.24,156.11,8.94
19,9:15,-8.64,67.75,-13.71,-8.05,99.3,172.14,17.87
19,9:30,-8.6,67,-13.9,-8,99.33,161.63,19.96
19,9:45,-8.52,67.1,-13.61,-7.88,99.36,195.57,33.12
19,10:00,-8.82,65.18,-14.27,-8.16,99.41,242.93,37.4
19,10:15,-8.85,65.22,-14.27,-8.12,99.46,233.9,42.81
19,10:30,-8.83,64.67,-14.31,-8.12,99.48,270.98,50.45
19,10:45,-9.01,64.35,-14.53,-8.23,99.49,289.89,59.86
19,11:00,-8.93,63.78,-14.6,-8.2,99.51,345.77,80.57
19,11:15,-8.9,64.31,-14.57,-8.2,99.52,320.64,66.55
19,11:30,-8.85,64.69,-14.37,-8.09,99.53,382.34,91.09
19,11:45,-8.7,64.25,-14.34,-8,99.55,386.07,92.84
19,12:00,-8.77,63.47,-14.55,-7.99,99.57,356.07,80.26
19,12:15,-8.7,63.01,-14.6,-7.9,99.58,368.94,91.32
19,12:30,-8.64,63.34,-14.41,-7.9,99.58,363.3,84.91
19,12:45,-8.33,63.57,-14.05,-7.59,99.58,356.7,86
19,13:00,-8,61.72,-14.1,-7.2,99.59,395.43,92.95
19,13:15,-8.03,58.89,-14.61,-7.23,99.6,386.57,74.15
19,13:30,-7.81,59.89,-14.21,-6.99,99.62,428.58,94.7
19,13:45,-7.87,61.19,-14.02,-7.13,99.64,372.2,75.97
19,14:00,-7.91,60.52,-14.19,-7.15,99.64,329.44,59.49
19,14:15,-8,58.85,-14.65,-7.26,99.66,285.1,34.65
19,14:30,-7.95,59.16,-14.53,-7.21,99.68,287.62,37.43
19,14:45,-8.03,59.3,-14.68,-7.37,99.7,258.67,23.16
19,15:00,-8.11,59.79,-14.69,-7.48,99.71,237.75,19.47
19,15:15,-7.93,58.9,-14.69,-7.31,99.72,200.89,4.32
19,15:30,-8.09,58.55,-14.91,-7.45,99.72,166.03,-6.26
19,15:45,-8.1,58.3,-14.99,-7.5,99.74,148.93,-20.61
19,16:00,-8.24,57.75,-15.26,-7.64,99.76,151.6,-32.32
19,16:15,-8.35,57.77,-15.44,-7.83,99.77,105.2,-38.62
19,16:30,-8.61,58.14,-15.62,-8.15,99.79,74.27,-43.17
19,16:45,-8.97,57.84,-16.11,-8.54,99.81,50.85,-43.71
19,17:00,-9.11,58.18,-16.22,-8.74,99.82,35.69,-47.51
19,17:15,-9.28,58.31,-16.41,-8.93,99.83,31.63,-45.32
19,17:30,-9.41,58.96,-16.38,-9.08,99.86,31.47,-50.12
19,17:45,-9.52,59.92,-16.37,-9.2,99.89,31.35,-53.39
19,18:00,-9.66,59.6,-16.59,-9.34,99.91,31.37,-47.1
19,18:15,-9.83,58.94,-16.82,-9.51,99.93,34.84,-49.41
19,18:30,-9.96,59.56,-16.86,-9.65,99.96,34.19,-46.99
19,18:45,-10.07,60.44,-16.82,-9.77,99.98,34.11,-50.03
19,19:00,-10.15,61.26,-16.78,-9.88,100.01,32.04,-54.11
19,19:15,-10.32,59.63,-17.23,-10.02,100.03,32.53,-48.63
19,19:30,-10.5,58.8,-17.55,-10.2,100.04,33.66,-57.06
19,19:45,-10.65,58.91,-17.7,-10.36,100.07,33.26,-55.45
19,20:00,-10.82,59.46,-17.8,-10.55,100.09,33.01,-51.72
19,20:15,-10.95,60.45,-17.75,-10.7,100.11,33.43,-59.31
19,20:30,-11.08,60.65,-17.79,-10.81,100.12,33.08,-55.13
19,20:45,-11.2,60.71,-17.91,-10.94,100.14,33.9,-56.11
19,21:00,-11.45,59.94,-18.33,-11.16,100.15,33.92,-50.59
19,21:15,-11.62,58.83,-18.7,-11.31,100.16,33.52,-51.28
19,21:30,-11.84,59.41,-18.79,-11.53,100.18,33.22,-50.04
19,21:45,-12.02,59.16,-19.07,-11.72,100.19,33.59,-52.31
19,22:00,-12.18,59.18,-19.2,-11.89,100.2,33.71,-51.75
19,22:15,-12.35,59.79,-19.27,-12.05,100.22,33.82,-53.25
19,22:30,-12.5,59.81,-19.4,-12.21,100.23,33.29,-55.55
19,22:45,-12.63,60.45,-19.45,-12.35,100.25,32.91,-56.61
19,23:00,-12.75,60.69,-19.49,-12.46,100.27,32.6,-53.85
19,23:15,-12.84,60.6,-19.61,-12.55,100.3,33.46,-53.52
19,23:30,-12.94,61.3,-19.6,-12.68,100.32,33.02,-60.54
19,23:45,-13.02,61.95,-19.58,-12.78,100.34,33.08,-54.65
20,0:00,-13.13,61.69,-19.73,-12.88,100.36,32.95,-56.87
20,0:15,-13.23,61.59,-19.83,-12.97,100.37,34.16,-61.39
20,0:30,-13.3,61.97,-19.83,-13.05,100.37,33.26,-53.75
20,0:45,-13.38,61.91,-19.93,-13.12,100.38,33.91,-59.15
20,1:00,-13.47,63.37,-19.83,-13.3,100.4,32.52,-63.33
20,1:15,-13.54,63.13,-19.93,-13.33,100.41,33.51,-50.13
20,1:30,-13.62,63.1,-19.95,-13.36,100.42,32.67,-53.69
20,1:45,-13.71,63.31,-20.01,-13.47,100.43,34.14,-52.11
20,2:00,-13.79,63.09,-20.13,-13.55,100.44,33.64,-53.2
20,2:15,-13.86,63.22,-20.19,-13.62,100.46,33.95,-53.26
20,2:30,-13.93,63.72,-20.18,-13.72,100.47,33.68,-54.91
20,2:45,-13.98,63.24,-20.29,-13.74,100.48,33.26,-50.79
20,3:00,-14.06,63.35,-20.34,-13.81,100.47,33.56,-47.65
20,3:15,-14.12,63.27,-20.39,-13.87,100.46,32.96,-48.31
20,3:30,-14.22,63.85,-20.43,-13.97,100.47,33.49,-50.15
20,3:45,-14.29,63.78,-20.5,-14.04,100.47,33.24,-47.37
20,4:00,-14.34,63.28,-20.62,-14.07,100.48,33.22,-47.63
20,4:15,-14.38,63.23,-20.73,-14.14,100.49,32.86,-50.05
20,4:30,-14.45,62.84,-20.82,-14.19,100.49,33.52,-52.91
20,4:45,-14.52,62.76,-20.92,-14.27,100.5,33.33,-55.05
20,5:00,-14.56,62.91,-20.92,-14.29,100.51,33.22,-48.6
20,5:15,-14.65,63.77,-20.85,-14.4,100.51,33.35,-50.52
20,5:30,-14.74,64.51,-20.85,-14.49,100.52,32.78,-50.14
20,5:45,-14.81,63.91,-20.98,-14.54,100.54,33.61,-51.42
20,6:00,-14.88,63.99,-21.06,-14.63,100.56,35.96,-52.49
20,6:15,-14.96,63.66,-21.2,-14.69,100.58,36.53,-48.44
20,6:30,-15.04,63.87,-21.23,-14.79,100.59,37.02,-55.5
20,6:45,-15.1,64.29,-21.22,-14.85,100.61,36.55,-49.19
20,7:00,-15.17,64.43,-21.27,-14.93,100.63,38.5,-54.46
20,7:15,-15.24,64.49,-21.34,-14.98,100.65,39.89,-46.77
20,7:30,-15.27,64.07,-21.4,-15.01,100.65,48.73,-43.16
20,7:45,-15.21,64.08,-21.35,-14.94,100.66,76.77,-42.82
20,8:00,-15.13,63.15,-21.4,-14.82,100.69,114.59,-28.01
20,8:15,-15.01,62.82,-21.29,-14.67,100.72,155.88,-11.02
20,8:30,-14.92,61.96,-21.29,-14.58,100.73,198.2,2.36
20,8:45,-14.65,61.6,-21.06,-14.28,100.74,241.73,25.24
20,9:00,-14.42,60.62,-20.92,-14.03,100.75,282.47,39.01
20,9:15,-14.12,59.61,-20.75,-13.67,100.78,319.3,61.54
20,9:30,-14,58.76,-20.86,-13.47,100.81,354.79,60.62
20,9:45,-13.48,57.97,-20.51,-12.93,100.83,389.51,80.65
20,10:00,-13.21,56.6,-20.49,-12.63,100.85,416.58,98.83
20,10:15,-12.9,54.97,-20.32,-12.13,100.86,449.48,92.96
20,10:30,-12.49,54.04,-20.16,-11.7,100.87,474.94,115.24
20,10:45,-12.11,52.08,-20.05,-11.21,100.87,494.18,116.47
20,11:00,-11.73,50.8,-20.03,-10.84,100.86,517.74,123.66
20,11:15,-11.46,49.92,-19.86,-10.63,100.86,530.48,125.56
20,11:30,-11.24,48.83,-19.86,-10.24,100.84,539.48,134.5
20,11:45,-10.54,47.69,-19.46,-9.6,100.82,543.37,155.46
20,12:00,-10.48,46.02,-19.87,-9.62,100.81,545.92,136.12
20,12:15,-10.51,45.56,-19.99,-9.67,100.79,545.84,116.19
20,12:30,-10.34,45.57,-19.86,-9.45,100.76,546.7,126.79
